location_id,location_name,sex_id,sex,age_group_id,age_group_name,measure,mean_1990_2015,lower_1990_2015,upper_1990_2015,mean_1990_2005,lower_1990_2005,upper_1990_2005,mean_2005_2015,lower_2005_2015,upper_2005_2015
100,High-income North America,2,Female,27,Age-standardized,Daily smoking prevalence,-0.023057032,-0.026662838,-0.019505028,-0.025508139,-0.029424964,-0.02140303,-0.01938037,-0.02892163,-0.009679479
100,High-income North America,3,Both,27,Age-standardized,Daily smoking prevalence,-0.021452555,-0.024098041,-0.018907988,-0.021626791,-0.024244512,-0.018806219,-0.0211912,-0.028074654,-0.014498717
101,Canada,1,Male,27,Age-standardized,Daily smoking prevalence,-0.024523046,-0.030424738,-0.018707896,-0.03027123,-0.035812896,-0.024400445,-0.01590077,-0.030669035,-0.000444292
101,Canada,2,Female,27,Age-standardized,Daily smoking prevalence,-0.027654627,-0.033485234,-0.021793017,-0.036843147,-0.043585137,-0.030635362,-0.01387185,-0.027570074,-0.000293516
101,Canada,3,Both,27,Age-standardized,Daily smoking prevalence,-0.026010836,-0.030301215,-0.021735204,-0.033389941,-0.037766363,-0.028818827,-0.014942179,-0.025066869,-0.004136238
102,United States,1,Male,27,Age-standardized,Daily smoking prevalence,-0.019536106,-0.020623602,-0.018488469,-0.016887883,-0.018205576,-0.015547194,-0.023508441,-0.026081249,-0.02100049
102,United States,2,Female,27,Age-standardized,Daily smoking prevalence,-0.022472821,-0.023426585,-0.02149057,-0.024123374,-0.025252029,-0.022999709,-0.019996991,-0.022327131,-0.017658919
102,United States,3,Both,27,Age-standardized,Daily smoking prevalence,-0.020884534,-0.021635376,-0.020192126,-0.020211224,-0.021065742,-0.019286335,-0.021894502,-0.023680801,-0.02017442
103,Latin America and Caribbean,1,Male,27,Age-standardized,Daily smoking prevalence,-0.024075201,-0.02811325,-0.020056598,-0.028700059,-0.034415625,-0.022731198,-0.017137913,-0.025771162,-0.00831708
103,Latin America and Caribbean,2,Female,27,Age-standardized,Daily smoking prevalence,-0.027204482,-0.033242468,-0.020783143,-0.030508991,-0.039764747,-0.021252638,-0.022247715,-0.036447201,-0.009279429
103,Latin America and Caribbean,3,Both,27,Age-standardized,Daily smoking prevalence,-0.025186073,-0.028656537,-0.021490058,-0.029395938,-0.034194164,-0.024280429,-0.018871278,-0.025710616,-0.011853289
104,Caribbean,1,Male,27,Age-standardized,Daily smoking prevalence,-0.019679671,-0.025179623,-0.013992723,-0.016281018,-0.023954956,-0.007765919,-0.024777651,-0.035635632,-0.013844289
104,Caribbean,2,Female,27,Age-standardized,Daily smoking prevalence,-0.020562163,-0.028705249,-0.011887749,-0.016461091,-0.029745733,-0.003350026,-0.02671377,-0.043916706,-0.009970397
104,Caribbean,3,Both,27,Age-standardized,Daily smoking prevalence,-0.020002283,-0.02457541,-0.015146971,-0.01642349,-0.023122946,-0.009638374,-0.025370473,-0.035102069,-0.015747273
105,Antigua and Barbuda,1,Male,27,Age-standardized,Daily smoking prevalence,0.005797184,-0.008757942,0.020396741,0.017537244,-0.008711879,0.041069154,-0.011812905,-0.040539239,0.019984264
105,Antigua and Barbuda,2,Female,27,Age-standardized,Daily smoking prevalence,0.014225995,-0.004044142,0.033210903,0.017608292,-0.011146,0.047138277,0.009152548,-0.027359733,0.048827413
105,Antigua and Barbuda,3,Both,27,Age-standardized,Daily smoking prevalence,0.008395274,-0.002946113,0.020029504,0.01709263,-0.003670581,0.036259562,-0.004650758,-0.027831936,0.020802708
106,The Bahamas,1,Male,27,Age-standardized,Daily smoking prevalence,0.019819017,0.004840303,0.033454977,0.014269704,-0.009503308,0.037403613,0.028142987,-0.001264196,0.05572525
106,The Bahamas,2,Female,27,Age-standardized,Daily smoking prevalence,0.0295901,0.012064448,0.048179179,0.027447501,-0.000602418,0.055957738,0.032803997,-0.006446842,0.071443051
106,The Bahamas,3,Both,27,Age-standardized,Daily smoking prevalence,0.022515394,0.010832704,0.033590931,0.017673768,-0.000596518,0.036160149,0.02977783,0.005214495,0.052855238
107,Barbados,1,Male,27,Age-standardized,Daily smoking prevalence,0.003499209,-0.010653028,0.017103421,0.010485937,-0.010447325,0.032203387,-0.006980882,-0.038221188,0.022496916
107,Barbados,2,Female,27,Age-standardized,Daily smoking prevalence,0.013294563,-0.006493644,0.032544963,0.014655166,-0.014826925,0.04568759,0.011253657,-0.032337539,0.055088889
107,Barbados,3,Both,27,Age-standardized,Daily smoking prevalence,0.005665351,-0.005784453,0.017536767,0.011294254,-0.006814264,0.029228214,-0.002778004,-0.028013982,0.02352524
108,Belize,1,Male,27,Age-standardized,Daily smoking prevalence,-0.010424892,-0.022161847,0.000756633,-0.01351232,-0.029863445,0.003522998,-0.005793752,-0.030063199,0.017417544
108,Belize,2,Female,27,Age-standardized,Daily smoking prevalence,-0.008624009,-0.02511085,0.009203032,-0.011718015,-0.038852785,0.015563912,-0.003982999,-0.040749814,0.034822814
108,Belize,3,Both,27,Age-standardized,Daily smoking prevalence,-0.010620346,-0.021129312,-0.000573794,-0.013480252,-0.029051084,0.001466971,-0.006330488,-0.028253006,0.014931632
109,Cuba,1,Male,27,Age-standardized,Daily smoking prevalence,-0.020393398,-0.02979333,-0.010994145,-0.014692724,-0.028220011,-0.001443441,-0.02894441,-0.048375979,-0.009215876
109,Cuba,2,Female,27,Age-standardized,Daily smoking prevalence,-0.023253979,-0.037227612,-0.008794886,-0.014846843,-0.036565706,0.005943944,-0.035864685,-0.06598217,-0.008399189
109,Cuba,3,Both,27,Age-standardized,Daily smoking prevalence,-0.021329489,-0.028733779,-0.013343094,-0.014787829,-0.026553176,-0.003262348,-0.031141978,-0.04782645,-0.015167919
110,Dominica,1,Male,27,Age-standardized,Daily smoking prevalence,-0.006955017,-0.021809312,0.007408406,-0.005598776,-0.027282301,0.01674103,-0.00898938,-0.039201006,0.020307628
110,Dominica,2,Female,27,Age-standardized,Daily smoking prevalence,-0.008752937,-0.027681686,0.01043769,-0.006662679,-0.037166737,0.022298111,-0.011888321,-0.052803256,0.027992757
110,Dominica,3,Both,27,Age-standardized,Daily smoking prevalence,-0.007333684,-0.020157838,0.00543796,-0.005889542,-0.024357799,0.014943774,-0.009499896,-0.035821427,0.015729381
111,Dominican Republic,1,Male,27,Age-standardized,Daily smoking prevalence,-0.02400839,-0.035596281,-0.012473482,-0.02337818,-0.038603678,-0.006940231,-0.024953706,-0.046400849,-0.003111309
111,Dominican Republic,2,Female,27,Age-standardized,Daily smoking prevalence,-0.027422983,-0.041910373,-0.011691519,-0.025093593,-0.045769107,-0.004936038,-0.030917069,-0.061012704,-0.001409634
111,Dominican Republic,3,Both,27,Age-standardized,Daily smoking prevalence,-0.02543794,-0.034856282,-0.016079159,-0.024159472,-0.036778215,-0.01112565,-0.027355639,-0.045776006,-0.009397976
112,Grenada,1,Male,27,Age-standardized,Daily smoking prevalence,0.003158092,-0.009950914,0.016060812,0.010227598,-0.011117877,0.03033126,-0.007446168,-0.033683304,0.01961999
112,Grenada,2,Female,27,Age-standardized,Daily smoking prevalence,-0.006155059,-0.02502873,0.012269371,-0.003116521,-0.03135274,0.025067648,-0.010712865,-0.04944836,0.02749927
112,Grenada,3,Both,27,Age-standardized,Daily smoking prevalence,0.001684337,-0.009490134,0.012329943,0.007783903,-0.009629462,0.025976695,-0.007465011,-0.028876895,0.016184388
113,Guyana,1,Male,27,Age-standardized,Daily smoking prevalence,0.007861789,-0.003282482,0.01908841,0.023376694,0.005716028,0.0413399,-0.015410568,-0.039337602,0.008420877
113,Guyana,2,Female,27,Age-standardized,Daily smoking prevalence,-0.009114442,-0.027267985,0.008858271,-0.000568983,-0.030067703,0.027208967,-0.021932628,-0.060569949,0.01712963
113,Guyana,3,Both,27,Age-standardized,Daily smoking prevalence,0.006097996,-0.00386548,0.016824465,0.019801661,0.00377458,0.035182063,-0.014457501,-0.035877649,0.008020779
114,Haiti,1,Male,27,Age-standardized,Daily smoking prevalence,-0.026279176,-0.038048226,-0.013946161,-0.027565444,-0.046793457,-0.008263724,-0.024349773,-0.050450336,0.001470025
114,Haiti,2,Female,27,Age-standardized,Daily smoking prevalence,-0.014945637,-0.03259496,0.001731272,-0.020576306,-0.047429137,0.0071176,-0.006499635,-0.041601516,0.030103188
114,Haiti,3,Both,27,Age-standardized,Daily smoking prevalence,-0.023158025,-0.032982193,-0.013196806,-0.025658626,-0.041343227,-0.009509237,-0.019407125,-0.041588366,0.003460468
115,Jamaica,1,Male,27,Age-standardized,Daily smoking prevalence,-0.013863307,-0.026181359,-0.002092273,-0.003714758,-0.01958386,0.014406479,-0.02908613,-0.053326871,-0.004596352
115,Jamaica,2,Female,27,Age-standardized,Daily smoking prevalence,0.002295682,-0.014162472,0.018291706,0.00819556,-0.015403125,0.031975668,-0.006554134,-0.037900895,0.023215121
115,Jamaica,3,Both,27,Age-standardized,Daily smoking prevalence,-0.008870611,-0.018391389,0.001173535,-0.000332312,-0.013849895,0.014392069,-0.021678058,-0.041020665,-0.002856892
116,Saint Lucia,1,Male,27,Age-standardized,Daily smoking prevalence,0.006391003,-0.005603006,0.019465514,0.015347817,-0.004943439,0.03496439,-0.007044218,-0.0337529,0.018401442
116,Saint Lucia,2,Female,27,Age-standardized,Daily smoking prevalence,-0.000351564,-0.019628234,0.017830091,0.004091844,-0.026449602,0.031775851,-0.007016676,-0.047847755,0.03235862
116,Saint Lucia,3,Both,27,Age-standardized,Daily smoking prevalence,0.005466195,-0.005458228,0.017187797,0.013681979,-0.0042159,0.031426616,-0.006857481,-0.029596761,0.015777098
117,Saint Vincent and the Grenadines,1,Male,27,Age-standardized,Daily smoking prevalence,-0.016195875,-0.028273035,-0.005148123,-0.020853629,-0.041769184,-0.001750289,-0.00920924,-0.035982631,0.017921133
117,Saint Vincent and the Grenadines,2,Female,27,Age-standardized,Daily smoking prevalence,-0.00823005,-0.02529837,0.009354682,-0.006886689,-0.035998315,0.021728292,-0.010245093,-0.049534965,0.030138478
117,Saint Vincent and the Grenadines,3,Both,27,Age-standardized,Daily smoking prevalence,-0.014589338,-0.02530692,-0.004766122,-0.018032756,-0.036308527,-0.000916419,-0.009424212,-0.031477381,0.014531103
118,Suriname,1,Male,27,Age-standardized,Daily smoking prevalence,0.012304509,0.00340644,0.02163248,0.00837969,-0.007219034,0.024568481,0.018191738,-0.000569213,0.037531558
118,Suriname,2,Female,27,Age-standardized,Daily smoking prevalence,0.003680488,-0.012466391,0.020638276,0.006950571,-0.019193955,0.030319432,-0.001224636,-0.036696795,0.035570823
118,Suriname,3,Both,27,Age-standardized,Daily smoking prevalence,0.009954365,0.002349681,0.017408814,0.007717233,-0.005721525,0.021655865,0.013310062,-0.002558764,0.030475177
119,Trinidad and Tobago,1,Male,27,Age-standardized,Daily smoking prevalence,-0.00505923,-0.01417619,0.004091531,-0.00752891,-0.021986945,0.0068404,-0.001354711,-0.02148146,0.017515499
119,Trinidad and Tobago,2,Female,27,Age-standardized,Daily smoking prevalence,0.012864372,-0.004275836,0.0310612,0.013605749,-0.016540721,0.04458328,0.011752306,-0.026542917,0.049365446
119,Trinidad and Tobago,3,Both,27,Age-standardized,Daily smoking prevalence,-0.002439301,-0.010880461,0.005676673,-0.004505604,-0.017624164,0.008083315,0.000660154,-0.016962189,0.017315323
120,Andean Latin America,1,Male,27,Age-standardized,Daily smoking prevalence,-0.01123833,-0.017415108,-0.004580035,-0.007056264,-0.017234774,0.002961059,-0.017511429,-0.031578563,-0.004934821
120,Andean Latin America,2,Female,27,Age-standardized,Daily smoking prevalence,-0.009106937,-0.01637969,-0.001867152,-0.003420282,-0.013821252,0.007415595,-0.017636919,-0.032659557,-0.002108984
120,Andean Latin America,3,Both,27,Age-standardized,Daily smoking prevalence,-0.010790708,-0.0159177,-0.005618516,-0.006275722,-0.014573767,0.001679839,-0.017563187,-0.028510477,-0.007443072
121,Bolivia,1,Male,27,Age-standardized,Daily smoking prevalence,-0.002884219,-0.010991827,0.005129726,0.008126315,-0.001474728,0.019033452,-0.019400021,-0.034770533,-0.004301335
121,Bolivia,2,Female,27,Age-standardized,Daily smoking prevalence,-0.011457826,-0.022868332,-0.000472656,-0.004449448,-0.020220168,0.012795869,-0.021970393,-0.044859309,0.000719367
121,Bolivia,3,Both,27,Age-standardized,Daily smoking prevalence,-0.004938046,-0.011593452,0.001751038,0.005123498,-0.003074409,0.013740555,-0.020030363,-0.03269447,-0.00728896
122,Ecuador,1,Male,27,Age-standardized,Daily smoking prevalence,-0.022899283,-0.032943383,-0.012508932,-0.02897227,-0.04496222,-0.0131918,-0.013789802,-0.033666246,0.007101468
122,Ecuador,2,Female,27,Age-standardized,Daily smoking prevalence,-0.01791388,-0.029402176,-0.006375511,-0.004195666,-0.022587137,0.015443759,-0.038491201,-0.061934266,-0.014496395
122,Ecuador,3,Both,27,Age-standardized,Daily smoking prevalence,-0.022241035,-0.030822767,-0.013323566,-0.024585411,-0.037827834,-0.011464375,-0.018724473,-0.036053002,-0.001455138
123,Peru,1,Male,27,Age-standardized,Daily smoking prevalence,-0.012642828,-0.024293905,-0.001095837,-0.008940934,-0.02893183,0.009916369,-0.018195668,-0.044020791,0.004634536
123,Peru,2,Female,27,Age-standardized,Daily smoking prevalence,-0.005033225,-0.016808683,0.006875855,-0.001593545,-0.017570423,0.015601238,-0.010192744,-0.03239711,0.013674301
123,Peru,3,Both,27,Age-standardized,Daily smoking prevalence,-0.010758456,-0.019959921,-0.001095659,-0.007189988,-0.022409411,0.008420262,-0.01611116,-0.035210773,0.001965568
125,Colombia,1,Male,27,Age-standardized,Daily smoking prevalence,-0.017678583,-0.028952997,-0.006611204,-0.014419518,-0.030095546,0.0018147,-0.022567181,-0.046468671,0.001406432
125,Colombia,2,Female,27,Age-standardized,Daily smoking prevalence,-0.022034571,-0.036801264,-0.00646814,-0.018299393,-0.041354638,0.004441892,-0.027637338,-0.064192384,0.008819355
125,Colombia,3,Both,27,Age-standardized,Daily smoking prevalence,-0.019145783,-0.028174931,-0.010895907,-0.015770424,-0.029213268,-0.002601358,-0.024208819,-0.04396905,-0.0032796
126,Costa Rica,1,Male,27,Age-standardized,Daily smoking prevalence,-0.017968789,-0.028878277,-0.007126934,-0.019908024,-0.034008574,-0.005175021,-0.015059936,-0.039387006,0.007493477
126,Costa Rica,2,Female,27,Age-standardized,Daily smoking prevalence,-0.010957038,-0.028395735,0.006600592,-0.011109344,-0.036573108,0.014415744,-0.010728579,-0.043747909,0.024838995
126,Costa Rica,3,Both,27,Age-standardized,Daily smoking prevalence,-0.015991051,-0.025297616,-0.006106498,-0.017471287,-0.029873712,-0.004502647,-0.013770696,-0.033022948,0.004771388
127,El Salvador,1,Male,27,Age-standardized,Daily smoking prevalence,-0.002673438,-0.016140731,0.01038754,-0.003408733,-0.025014171,0.017454686,-0.001570496,-0.031110901,0.026916077
127,El Salvador,2,Female,27,Age-standardized,Daily smoking prevalence,-0.010002285,-0.029596874,0.00798201,-0.009806123,-0.0383351,0.016259404,-0.010296529,-0.046807054,0.026387209
127,El Salvador,3,Both,27,Age-standardized,Daily smoking prevalence,-0.00556432,-0.016369585,0.005675088,-0.006116375,-0.023226846,0.010160125,-0.004736237,-0.029902488,0.017761409
128,Guatemala,1,Male,27,Age-standardized,Daily smoking prevalence,0.00347398,-0.009091621,0.015712468,-0.000116922,-0.017562672,0.018040599,0.008860333,-0.016759111,0.034216132
128,Guatemala,2,Female,27,Age-standardized,Daily smoking prevalence,-0.009612411,-0.026763918,0.007587357,-0.017462894,-0.044445235,0.009833857,0.002163315,-0.035113893,0.038471993
128,Guatemala,3,Both,27,Age-standardized,Daily smoking prevalence,0.000578055,-0.01046868,0.010872396,-0.004401913,-0.020032784,0.011390884,0.008048008,-0.012716869,0.029187994
129,Honduras,1,Male,27,Age-standardized,Daily smoking prevalence,-0.010019462,-0.020019185,-0.000457651,-0.007906058,-0.02376212,0.008945921,-0.013189567,-0.034549382,0.009009983
129,Honduras,2,Female,27,Age-standardized,Daily smoking prevalence,-0.032085739,-0.050934389,-0.014443139,-0.038829695,-0.066529401,-0.010244304,-0.021969805,-0.062577136,0.018739449
129,Honduras,3,Both,27,Age-standardized,Daily smoking prevalence,-0.012845331,-0.022239795,-0.004590794,-0.012101227,-0.026722655,0.002641027,-0.013961487,-0.033456363,0.006795292
130,Mexico,1,Male,27,Age-standardized,Daily smoking prevalence,-0.024994887,-0.027453795,-0.022751687,-0.0417803,-0.045229323,-0.038480312,0.000183231,-0.004694145,0.005125125
130,Mexico,2,Female,27,Age-standardized,Daily smoking prevalence,-0.031627551,-0.035898902,-0.027002724,-0.054979611,-0.061174236,-0.048050426,0.003400538,-0.005680988,0.012059798
130,Mexico,3,Both,27,Age-standardized,Daily smoking prevalence,-0.026695356,-0.028900975,-0.024606623,-0.04519188,-0.048027221,-0.04219402,0.001049433,-0.003312837,0.005378901
131,Nicaragua,1,Male,27,Age-standardized,Daily smoking prevalence,-0.009079665,-0.021185715,0.003505719,-0.013447358,-0.031431973,0.005759137,-0.002528126,-0.02819789,0.024628118
131,Nicaragua,2,Female,27,Age-standardized,Daily smoking prevalence,-0.006349212,-0.023737468,0.010872331,-0.009502146,-0.03587598,0.016079372,-0.00161981,-0.03921815,0.034259275
131,Nicaragua,3,Both,27,Age-standardized,Daily smoking prevalence,-0.008324691,-0.01835732,0.00175797,-0.012374,-0.027238533,0.003249816,-0.002250727,-0.024087235,0.019721147
132,Panama,1,Male,27,Age-standardized,Daily smoking prevalence,-0.041107949,-0.052760687,-0.029464602,-0.026323827,-0.045138761,-0.006211051,-0.063284129,-0.089056782,-0.036083154
132,Panama,2,Female,27,Age-standardized,Daily smoking prevalence,-0.020973867,-0.0353393,-0.005889128,-0.010614959,-0.037484039,0.015033,-0.03651223,-0.070514582,-0.000976993
132,Panama,3,Both,27,Age-standardized,Daily smoking prevalence,-0.03541103,-0.044950753,-0.025941996,-0.022340575,-0.038302146,-0.006160131,-0.055016708,-0.07660462,-0.034644619
133,Venezuela,1,Male,27,Age-standardized,Daily smoking prevalence,-0.006561769,-0.01713476,0.004079181,-0.005118788,-0.022414098,0.012426753,-0.00872624,-0.032168068,0.014593537
133,Venezuela,2,Female,27,Age-standardized,Daily smoking prevalence,-0.005534465,-0.02132735,0.009384214,-0.002051824,-0.027255826,0.022398159,-0.010758428,-0.044651501,0.021262452
133,Venezuela,3,Both,27,Age-standardized,Daily smoking prevalence,-0.00632561,-0.015946116,0.00228577,-0.004114646,-0.017863896,0.010622064,-0.009642056,-0.028870158,0.00912651
134,Tropical Latin America,1,Male,27,Age-standardized,Daily smoking prevalence,-0.032980185,-0.040714517,-0.024435084,-0.037330862,-0.047905728,-0.026232809,-0.026454167,-0.045297034,-0.009362236
134,Tropical Latin America,2,Female,27,Age-standardized,Daily smoking prevalence,-0.032155149,-0.042853501,-0.022042306,-0.034037933,-0.048796181,-0.019542674,-0.029330969,-0.053722106,-0.007875404
134,Tropical Latin America,3,Both,27,Age-standardized,Daily smoking prevalence,-0.032705832,-0.039152171,-0.025854416,-0.036063213,-0.044511165,-0.027313011,-0.027669765,-0.041311868,-0.014695777
135,Brazil,1,Male,27,Age-standardized,Daily smoking prevalence,-0.033249632,-0.037774857,-0.029230226,-0.037821189,-0.04380513,-0.032193966,-0.026392298,-0.035075657,-0.01810234
135,Brazil,2,Female,27,Age-standardized,Daily smoking prevalence,-0.032633103,-0.038615551,-0.026670123,-0.034290269,-0.042629041,-0.025697889,-0.030147355,-0.040945929,-0.019130109
135,Brazil,3,Both,27,Age-standardized,Daily smoking prevalence,-0.033061426,-0.036451079,-0.029772928,-0.036451891,-0.041323934,-0.031441193,-0.027975723,-0.034480292,-0.02161566
136,Paraguay,1,Male,27,Age-standardized,Daily smoking prevalence,-0.021318676,-0.033003587,-0.009520757,-0.015885709,-0.032476995,0.001916741,-0.029468125,-0.056380752,-0.00498018
136,Paraguay,2,Female,27,Age-standardized,Daily smoking prevalence,-0.004292565,-0.02254889,0.013106329,-0.012946482,-0.039352041,0.016220354,0.00868831,-0.026868152,0.044059049
136,Paraguay,3,Both,27,Age-standardized,Daily smoking prevalence,-0.015679402,-0.025471244,-0.006083486,-0.014969804,-0.029666111,-0.000976937,-0.0167438,-0.037817646,0.003073063
137,North Africa and Middle East,1,Male,27,Age-standardized,Daily smoking prevalence,-0.008094182,-0.010450854,-0.005686965,-0.007254812,-0.010839276,-0.00398764,-0.009353237,-0.014045522,-0.004623208
137,North Africa and Middle East,2,Female,27,Age-standardized,Daily smoking prevalence,-0.008484139,-0.014927031,-0.000989043,-0.010571549,-0.02009742,-0.000155143,-0.005353024,-0.019140631,0.008102144
137,North Africa and Middle East,3,Both,27,Age-standardized,Daily smoking prevalence,-0.007811606,-0.010006777,-0.005644758,-0.007492555,-0.010797438,-0.0042848,-0.00829018,-0.012650542,-0.004071604
138,North Africa and Middle East,1,Male,27,Age-standardized,Daily smoking prevalence,-0.008094182,-0.010450854,-0.005686965,-0.007254812,-0.010839276,-0.00398764,-0.009353237,-0.014045522,-0.004623208
138,North Africa and Middle East,2,Female,27,Age-standardized,Daily smoking prevalence,-0.008484139,-0.014927031,-0.000989043,-0.010571549,-0.02009742,-0.000155143,-0.005353024,-0.019140631,0.008102144
138,North Africa and Middle East,3,Both,27,Age-standardized,Daily smoking prevalence,-0.007811606,-0.010006777,-0.005644758,-0.007492555,-0.010797438,-0.0042848,-0.00829018,-0.012650542,-0.004071604
139,Algeria,1,Male,27,Age-standardized,Daily smoking prevalence,-0.011785445,-0.020799814,-0.003050216,-0.01724923,-0.030145304,-0.004024155,-0.003589766,-0.021460503,0.014624359
139,Algeria,2,Female,27,Age-standardized,Daily smoking prevalence,-0.053228088,-0.07449428,-0.033279989,-0.054396775,-0.085809074,-0.024765903,-0.051475059,-0.096251316,-0.006642846
139,Algeria,3,Both,27,Age-standardized,Daily smoking prevalence,-0.019296195,-0.02795819,-0.011159087,-0.02511712,-0.037335854,-0.012506186,-0.010564808,-0.027129389,0.006466171
140,Bahrain,1,Male,27,Age-standardized,Daily smoking prevalence,-0.012827056,-0.022758812,-0.003941004,-0.019351056,-0.032727052,-0.004993469,-0.003041055,-0.023891434,0.017219903
140,Bahrain,2,Female,27,Age-standardized,Daily smoking prevalence,-0.002465867,-0.021801885,0.017310767,-0.005358024,-0.036105733,0.024775263,0.001872369,-0.037453428,0.044589322
140,Bahrain,3,Both,27,Age-standardized,Daily smoking prevalence,-0.009403813,-0.018278936,-0.001400392,-0.015108947,-0.02899362,-0.001633199,-0.000846111,-0.0195657,0.01690775
141,Egypt,1,Male,27,Age-standardized,Daily smoking prevalence,0.002330883,-0.003929138,0.009279752,-0.000319766,-0.009462519,0.009405145,0.006306856,-0.006710108,0.018700657
141,Egypt,2,Female,27,Age-standardized,Daily smoking prevalence,-0.009007737,-0.029403003,0.013512351,-0.011023539,-0.044145633,0.024587726,-0.005984033,-0.052290156,0.036374625
141,Egypt,3,Both,27,Age-standardized,Daily smoking prevalence,0.002517202,-0.003666569,0.00922068,-2.68E-05,-0.00906533,0.009485241,0.006333187,-0.006448672,0.018310612
142,Iran,1,Male,27,Age-standardized,Daily smoking prevalence,0.001031572,-0.007889199,0.00985021,0.003082459,-0.008837377,0.015349677,-0.002044759,-0.018534377,0.01490348
142,Iran,2,Female,27,Age-standardized,Daily smoking prevalence,-0.00835163,-0.030458979,0.01362507,-0.016095927,-0.045559488,0.014142035,0.003264816,-0.036759492,0.046029426
142,Iran,3,Both,27,Age-standardized,Daily smoking prevalence,-0.000385619,-0.008682298,0.008007038,0.001187237,-0.009981853,0.01199278,-0.002744903,-0.017226985,0.012509353
143,Iraq,1,Male,27,Age-standardized,Daily smoking prevalence,-0.004172867,-0.012282442,0.004141908,-0.003557476,-0.013589722,0.007180259,-0.005095955,-0.021802986,0.010417328
143,Iraq,2,Female,27,Age-standardized,Daily smoking prevalence,0.000713222,-0.021065354,0.022748755,0.005383908,-0.027369065,0.039658073,-0.006292807,-0.047432046,0.034562252
143,Iraq,3,Both,27,Age-standardized,Daily smoking prevalence,-0.00348148,-0.01092487,0.004787176,-0.002427708,-0.012022224,0.007795885,-0.005062136,-0.020936543,0.009920698
144,Jordan,1,Male,27,Age-standardized,Daily smoking prevalence,-0.00091625,-0.007916609,0.006043739,0.006439443,-0.00340862,0.016523184,-0.011949789,-0.02494961,0.002225092
144,Jordan,2,Female,27,Age-standardized,Daily smoking prevalence,-0.004114368,-0.022109117,0.014367592,-0.007187183,-0.033181787,0.020051777,0.000494855,-0.034511428,0.033275392
144,Jordan,3,Both,27,Age-standardized,Daily smoking prevalence,-0.00229294,-0.009171234,0.004536364,0.003400394,-0.005963116,0.012788706,-0.010832939,-0.02319495,0.001775967
145,Kuwait,1,Male,27,Age-standardized,Daily smoking prevalence,-0.005972218,-0.012085874,0.000901725,-0.006136324,-0.016610948,0.00421394,-0.005726059,-0.01885589,0.007351844
145,Kuwait,2,Female,27,Age-standardized,Daily smoking prevalence,0.035695188,0.017430905,0.054119021,0.0170461,-0.011340406,0.048028365,0.063668817,0.030772343,0.098309577
145,Kuwait,3,Both,27,Age-standardized,Daily smoking prevalence,-0.000125808,-0.006141796,0.006038788,0.001588066,-0.008139136,0.011160179,-0.002696619,-0.014789406,0.009270509
146,Lebanon,1,Male,27,Age-standardized,Daily smoking prevalence,-0.017166762,-0.023872305,-0.010679201,-0.020744562,-0.02859211,-0.012258517,-0.011800059,-0.026734311,0.001574536
146,Lebanon,2,Female,27,Age-standardized,Daily smoking prevalence,-0.002238283,-0.015675507,0.012611776,-0.002254436,-0.021660658,0.019135671,-0.002214054,-0.032091267,0.026033554
146,Lebanon,3,Both,27,Age-standardized,Daily smoking prevalence,-0.011531645,-0.018120971,-0.004438516,-0.013476129,-0.021710662,-0.004911751,-0.00861492,-0.023206385,0.005480062
147,Libya,1,Male,27,Age-standardized,Daily smoking prevalence,0.001724656,-0.005707223,0.009157278,0.003724099,-0.006239372,0.014783521,-0.001274509,-0.017042546,0.014949924
147,Libya,2,Female,27,Age-standardized,Daily smoking prevalence,-0.003158745,-0.028230323,0.022744387,-0.00707712,-0.044340648,0.03199771,0.002718817,-0.048868299,0.054893658
147,Libya,3,Both,27,Age-standardized,Daily smoking prevalence,-0.000871031,-0.008144583,0.006457687,0.001599191,-0.008181173,0.01245601,-0.004576365,-0.019887915,0.011090646
148,Morocco,1,Male,27,Age-standardized,Daily smoking prevalence,-0.012880851,-0.022173675,-0.003426363,-0.010877257,-0.024276005,0.001563301,-0.01588624,-0.034446374,0.002873431
148,Morocco,2,Female,27,Age-standardized,Daily smoking prevalence,-0.025220195,-0.047954787,-0.002175425,-0.043458257,-0.079801351,-0.006998161,0.002136895,-0.043932803,0.048161536
148,Morocco,3,Both,27,Age-standardized,Daily smoking prevalence,-0.013970212,-0.02265141,-0.005105847,-0.013450543,-0.025953807,-0.001661957,-0.014749715,-0.032812279,0.003262538
149,Palestine,1,Male,27,Age-standardized,Daily smoking prevalence,-0.004143526,-0.009868638,0.002082528,-0.002085965,-0.009438036,0.006184864,-0.007229868,-0.019011211,0.004665377
149,Palestine,2,Female,27,Age-standardized,Daily smoking prevalence,-0.008437094,-0.029456582,0.011648086,-0.009795305,-0.041951034,0.022484878,-0.006399779,-0.054774266,0.037723552
149,Palestine,3,Both,27,Age-standardized,Daily smoking prevalence,-0.004379797,-0.01004331,0.00173183,-0.00252504,-0.009699115,0.005246774,-0.007161932,-0.018781098,0.004362179
150,Oman,1,Male,27,Age-standardized,Daily smoking prevalence,-0.014176406,-0.023575742,-0.004772469,-0.022343002,-0.035077289,-0.0093824,-0.00192651,-0.022101752,0.018156087
150,Oman,2,Female,27,Age-standardized,Daily smoking prevalence,0.005967469,-0.015575181,0.02861752,0.01603994,-0.014350849,0.045731883,-0.009141238,-0.052938741,0.034907911
