location_id,location_name,sex_id,sex,age_group_id,age_group_name,measure,mean_1990_2015,lower_1990_2015,upper_1990_2015,mean_1990_2005,lower_1990_2005,upper_1990_2005,mean_2005_2015,lower_2005_2015,upper_2005_2015
50,Montenegro,1,Male,27,Age-standardized,Daily smoking prevalence,0.008599692,0.003524811,0.013475566,0.015335369,0.007208849,0.02384684,-0.001503822,-0.011842595,0.00848714
50,Montenegro,2,Female,27,Age-standardized,Daily smoking prevalence,0.016891114,0.008896397,0.025984114,0.021738598,0.006350158,0.037252903,0.00961989,-0.007668527,0.027741179
50,Montenegro,3,Both,27,Age-standardized,Daily smoking prevalence,0.012102718,0.007586457,0.016600214,0.017838107,0.010211772,0.025769508,0.003499632,-0.006303706,0.013668891
51,Poland,1,Male,27,Age-standardized,Daily smoking prevalence,-0.016884096,-0.020641772,-0.013493725,-0.018065853,-0.023285778,-0.013147144,-0.015111459,-0.025252523,-0.003580273
51,Poland,2,Female,27,Age-standardized,Daily smoking prevalence,-0.008802882,-0.015577829,-0.002740087,-0.008630015,-0.016845744,-0.000175587,-0.009062185,-0.027150486,0.008714782
51,Poland,3,Both,27,Age-standardized,Daily smoking prevalence,-0.013610776,-0.017242929,-0.010290892,-0.014301238,-0.018857576,-0.010078682,-0.012575082,-0.021922918,-0.002895112
52,Romania,1,Male,27,Age-standardized,Daily smoking prevalence,-0.000672527,-0.005458995,0.004624419,0.009411851,0.002633092,0.016503176,-0.015799094,-0.025867641,-0.005624361
52,Romania,2,Female,27,Age-standardized,Daily smoking prevalence,0.000499675,-0.00893071,0.010508141,0.007915322,-0.004139686,0.02068409,-0.010623796,-0.030678209,0.011054724
52,Romania,3,Both,27,Age-standardized,Daily smoking prevalence,-0.000461821,-0.005160738,0.00421916,0.00868182,0.002702096,0.015305392,-0.014177282,-0.023597293,-0.004441382
53,Serbia,1,Male,27,Age-standardized,Daily smoking prevalence,0.000669865,-0.005060039,0.006587472,0.011029769,0.004123617,0.018492004,-0.014869992,-0.025756076,-0.004550528
53,Serbia,2,Female,27,Age-standardized,Daily smoking prevalence,0.001744249,-0.00842382,0.012385201,0.013063643,-0.000725539,0.028098805,-0.015234842,-0.035079189,0.003030914
53,Serbia,3,Both,27,Age-standardized,Daily smoking prevalence,0.001022414,-0.004217493,0.006594316,0.011721652,0.005007416,0.019237859,-0.015026443,-0.025219714,-0.00448143
54,Slovakia,1,Male,27,Age-standardized,Daily smoking prevalence,-0.014121033,-0.019823497,-0.008541677,-0.019988986,-0.027598189,-0.011440622,-0.005319105,-0.016796622,0.006458028
54,Slovakia,2,Female,27,Age-standardized,Daily smoking prevalence,-0.001760028,-0.013196349,0.010190296,-0.004707667,-0.022179732,0.013932127,0.00266143,-0.021436028,0.02523273
54,Slovakia,3,Both,27,Age-standardized,Daily smoking prevalence,-0.009786155,-0.015155477,-0.004291496,-0.014838845,-0.022747528,-0.006935165,-0.002207121,-0.014440559,0.009204982
55,Slovenia,1,Male,27,Age-standardized,Daily smoking prevalence,-0.017418141,-0.02342071,-0.011987058,-0.026924975,-0.034189802,-0.019503687,-0.003157886,-0.015787024,0.008852643
55,Slovenia,2,Female,27,Age-standardized,Daily smoking prevalence,-0.004262621,-0.014329148,0.006057069,-0.007104654,-0.022312131,0.007630156,4.30E-07,-0.018277267,0.018936627
55,Slovenia,3,Both,27,Age-standardized,Daily smoking prevalence,-0.011736698,-0.017041843,-0.006329263,-0.01852984,-0.025914244,-0.01121063,-0.001546984,-0.012192137,0.009368964
56,Eastern Europe,1,Male,27,Age-standardized,Daily smoking prevalence,-0.005942694,-0.007975512,-0.003930773,-0.000305328,-0.002913524,0.002418279,-0.014398744,-0.019094238,-0.010088881
56,Eastern Europe,2,Female,27,Age-standardized,Daily smoking prevalence,0.012106708,0.005379561,0.01866027,0.022047944,0.013517173,0.031448815,-0.002805146,-0.016357122,0.010446704
56,Eastern Europe,3,Both,27,Age-standardized,Daily smoking prevalence,-0.00206994,-0.004349702,0.00012762,0.004510914,0.001752508,0.007372715,-0.011941222,-0.016880916,-0.007047549
57,Belarus,1,Male,27,Age-standardized,Daily smoking prevalence,-0.008402508,-0.011741957,-0.005158491,-0.014706509,-0.020275755,-0.009422896,0.001053495,-0.006990635,0.010039071
57,Belarus,2,Female,27,Age-standardized,Daily smoking prevalence,0.007048603,-0.003231774,0.018059531,0.002790493,-0.016323034,0.021249644,0.013435768,-0.009690431,0.037793916
57,Belarus,3,Both,27,Age-standardized,Daily smoking prevalence,-0.004938312,-0.008381222,-0.001413334,-0.010757149,-0.017199915,-0.00516647,0.003789943,-0.004595275,0.012492176
58,Estonia,1,Male,27,Age-standardized,Daily smoking prevalence,-0.009447811,-0.013403172,-0.006043649,-0.00310882,-0.007382424,0.001471711,-0.018956298,-0.027763572,-0.011173939
58,Estonia,2,Female,27,Age-standardized,Daily smoking prevalence,-0.007359912,-0.014312862,-4.36E-05,-0.002784826,-0.011163411,0.005405382,-0.014222542,-0.02985502,0.001848009
58,Estonia,3,Both,27,Age-standardized,Daily smoking prevalence,-0.008885858,-0.012319836,-0.005636696,-0.003265744,-0.007380201,0.000861405,-0.017316028,-0.025134137,-0.009995859
59,Latvia,1,Male,27,Age-standardized,Daily smoking prevalence,0.001095151,-0.002731591,0.005008942,0.005748739,0.000197034,0.011981901,-0.005885229,-0.013170698,0.001154003
59,Latvia,2,Female,27,Age-standardized,Daily smoking prevalence,0.002324928,-0.007168794,0.01238948,0.006734564,-0.005905081,0.020979771,-0.004289527,-0.020984739,0.012110253
59,Latvia,3,Both,27,Age-standardized,Daily smoking prevalence,0.00149319,-0.00263417,0.005561314,0.006015514,0.000130593,0.012061913,-0.005290296,-0.012468698,0.002066884
60,Lithuania,1,Male,27,Age-standardized,Daily smoking prevalence,-0.004199338,-0.008169825,-2.09E-05,-0.004059487,-0.009191482,0.001757449,-0.004409115,-0.013715579,0.004005311
60,Lithuania,2,Female,27,Age-standardized,Daily smoking prevalence,0.001887724,-0.006774642,0.011730809,0.000521633,-0.012061142,0.013719602,0.003936861,-0.014741805,0.020710237
60,Lithuania,3,Both,27,Age-standardized,Daily smoking prevalence,-0.002595879,-0.006518821,0.00146915,-0.002988616,-0.008443373,0.002878162,-0.002006773,-0.010243333,0.00625412
61,Moldova,1,Male,27,Age-standardized,Daily smoking prevalence,-0.009074026,-0.013022307,-0.004941591,-0.010214203,-0.016000373,-0.003844666,-0.007363761,-0.015811389,0.001578072
61,Moldova,2,Female,27,Age-standardized,Daily smoking prevalence,0.003745911,-0.009362995,0.016211195,0.00313478,-0.018492047,0.023485186,0.004662608,-0.023478061,0.032316219
61,Moldova,3,Both,27,Age-standardized,Daily smoking prevalence,-0.006923434,-0.010685759,-0.003145128,-0.007930392,-0.013715832,-0.002174775,-0.005412999,-0.013768231,0.003035745
62,Russia,1,Male,27,Age-standardized,Daily smoking prevalence,-0.004757527,-0.007603718,-0.001969168,0.00189603,-0.001817956,0.00578905,-0.014737862,-0.021312712,-0.008687226
62,Russia,2,Female,27,Age-standardized,Daily smoking prevalence,0.017843617,0.008962111,0.026968103,0.031574868,0.019635551,0.044044018,-0.002753258,-0.020387622,0.0147092
62,Russia,3,Both,27,Age-standardized,Daily smoking prevalence,-4.15E-05,-0.003047773,0.002965685,0.008047646,0.004407724,0.011841307,-0.012175219,-0.019070918,-0.005688019
63,Ukraine,1,Male,27,Age-standardized,Daily smoking prevalence,-0.008411953,-0.01209665,-0.004783288,-0.002184681,-0.006301607,0.002500517,-0.017752862,-0.025472036,-0.010529326
63,Ukraine,2,Female,27,Age-standardized,Daily smoking prevalence,0.00160709,-0.009623851,0.012561971,0.007134219,-0.009736534,0.023987733,-0.006683602,-0.028059844,0.013989259
63,Ukraine,3,Both,27,Age-standardized,Daily smoking prevalence,-0.006176341,-0.010028431,-0.002344467,7.84E-05,-0.0046939,0.005096756,-0.015558396,-0.023014538,-0.007849849
64,High-income,1,Male,27,Age-standardized,Daily smoking prevalence,-0.017795686,-0.019061407,-0.016457478,-0.016569393,-0.017886277,-0.015258013,-0.019635126,-0.022923766,-0.016108312
64,High-income,2,Female,27,Age-standardized,Daily smoking prevalence,-0.012022466,-0.013523813,-0.010506681,-0.010580673,-0.012439289,-0.008828915,-0.014185156,-0.01816819,-0.010353616
64,High-income,3,Both,27,Age-standardized,Daily smoking prevalence,-0.015419778,-0.016321214,-0.014433952,-0.014127805,-0.015217653,-0.013027725,-0.017357737,-0.019741856,-0.014936105
65,High-income Asia Pacific,1,Male,27,Age-standardized,Daily smoking prevalence,-0.022806747,-0.025070602,-0.020566242,-0.019756937,-0.021881241,-0.01778733,-0.027381459,-0.032760303,-0.02196089
65,High-income Asia Pacific,2,Female,27,Age-standardized,Daily smoking prevalence,-0.00060543,-0.005620832,0.004430902,0.011258278,0.005749489,0.016303495,-0.018400993,-0.030362656,-0.006282835
65,High-income Asia Pacific,3,Both,27,Age-standardized,Daily smoking prevalence,-0.018496543,-0.020503784,-0.016342308,-0.013947411,-0.015949517,-0.011941875,-0.025320241,-0.030062115,-0.020586275
66,Brunei,1,Male,27,Age-standardized,Daily smoking prevalence,-0.00737373,-0.012793402,-0.002478791,-0.008488791,-0.016533284,-0.000501144,-0.005701138,-0.016712286,0.004934696
66,Brunei,2,Female,27,Age-standardized,Daily smoking prevalence,-0.003226818,-0.012495308,0.005960055,-0.003583906,-0.017919574,0.010779485,-0.002691185,-0.023069266,0.017469384
66,Brunei,3,Both,27,Age-standardized,Daily smoking prevalence,-0.007758855,-0.012341188,-0.003199423,-0.009726655,-0.016804695,-0.002372014,-0.004807157,-0.014630098,0.005333351
67,Japan,1,Male,27,Age-standardized,Daily smoking prevalence,-0.023730729,-0.024633598,-0.0228178,-0.016915165,-0.018062336,-0.015687503,-0.033954076,-0.036047392,-0.031896658
67,Japan,2,Female,27,Age-standardized,Daily smoking prevalence,-0.00697467,-0.00902878,-0.004938426,0.006817503,0.003539621,0.009800516,-0.027662931,-0.032354411,-0.023286315
67,Japan,3,Both,27,Age-standardized,Daily smoking prevalence,-0.020038173,-0.020915862,-0.019236133,-0.011814157,-0.013000988,-0.010684987,-0.032374196,-0.034314666,-0.030426398
68,South Korea,1,Male,27,Age-standardized,Daily smoking prevalence,-0.023298852,-0.025907962,-0.020644547,-0.027847992,-0.031478733,-0.024040669,-0.016475141,-0.023804627,-0.009629541
68,South Korea,2,Female,27,Age-standardized,Daily smoking prevalence,0.023924947,0.015474419,0.031787422,0.036079325,0.023290012,0.048470158,0.005693381,-0.012968492,0.0229808
68,South Korea,3,Both,27,Age-standardized,Daily smoking prevalence,-0.017042426,-0.019498313,-0.014593207,-0.020167258,-0.023714714,-0.016510533,-0.012355179,-0.019031473,-0.005976985
69,Singapore,1,Male,27,Age-standardized,Daily smoking prevalence,-0.00856134,-0.01386602,-0.00351997,-0.015908169,-0.023142718,-0.00901395,0.002458903,-0.008337662,0.011379682
69,Singapore,2,Female,27,Age-standardized,Daily smoking prevalence,0.002792249,-0.005651268,0.011691046,-0.003900588,-0.017171636,0.009294156,0.012831504,-0.005207841,0.030461608
69,Singapore,3,Both,27,Age-standardized,Daily smoking prevalence,-0.006542389,-0.010814419,-0.001969617,-0.014068163,-0.020236351,-0.00826647,0.004746272,-0.004543185,0.013279988
70,Australasia,1,Male,27,Age-standardized,Daily smoking prevalence,-0.018597778,-0.021257261,-0.016181024,-0.016386053,-0.019692577,-0.013152721,-0.021915365,-0.028609542,-0.01524703
70,Australasia,2,Female,27,Age-standardized,Daily smoking prevalence,-0.02055813,-0.023217127,-0.017824333,-0.020801855,-0.024074612,-0.017421501,-0.020192543,-0.026833164,-0.013634479
70,Australasia,3,Both,27,Age-standardized,Daily smoking prevalence,-0.019523369,-0.021561876,-0.017565498,-0.018495232,-0.020754179,-0.016037414,-0.021065578,-0.026187005,-0.016123462
71,Australia,1,Male,27,Age-standardized,Daily smoking prevalence,-0.019162457,-0.022217935,-0.016271148,-0.017330239,-0.021133924,-0.013592382,-0.021910787,-0.029579362,-0.01417912
71,Australia,2,Female,27,Age-standardized,Daily smoking prevalence,-0.021118077,-0.024302488,-0.01791284,-0.022687646,-0.026738551,-0.018729163,-0.018763721,-0.026698498,-0.010947464
71,Australia,3,Both,27,Age-standardized,Daily smoking prevalence,-0.020074576,-0.022465657,-0.017917411,-0.019853937,-0.022650134,-0.017033663,-0.020405538,-0.026217513,-0.014689208
72,New Zealand,1,Male,27,Age-standardized,Daily smoking prevalence,-0.01548342,-0.018071007,-0.013071445,-0.011679941,-0.015065587,-0.008137439,-0.021188639,-0.027596025,-0.014554649
72,New Zealand,2,Female,27,Age-standardized,Daily smoking prevalence,-0.01766221,-0.020553738,-0.014863015,-0.012623039,-0.016514173,-0.008921451,-0.02522097,-0.03238919,-0.017297549
72,New Zealand,3,Both,27,Age-standardized,Daily smoking prevalence,-0.016569516,-0.018534891,-0.014660682,-0.012160649,-0.014661186,-0.009679791,-0.023182813,-0.02822105,-0.018066294
74,Andorra,1,Male,27,Age-standardized,Daily smoking prevalence,-0.009619135,-0.01636618,-0.003465122,-0.008374632,-0.017478844,0.000733475,-0.01148589,-0.024367359,0.001209322
74,Andorra,2,Female,27,Age-standardized,Daily smoking prevalence,-0.005414723,-0.013512271,0.0021992,-0.002856656,-0.014650841,0.008956789,-0.009251826,-0.025476461,0.00726629
74,Andorra,3,Both,27,Age-standardized,Daily smoking prevalence,-0.007767018,-0.012462749,-0.003047241,-0.00595679,-0.013049261,0.001188926,-0.010482361,-0.020965107,-0.000595148
75,Austria,1,Male,27,Age-standardized,Daily smoking prevalence,-0.00260331,-0.007045542,0.001955037,-0.002985373,-0.008886065,0.003167409,-0.002030215,-0.01269057,0.007511486
75,Austria,2,Female,27,Age-standardized,Daily smoking prevalence,0.003187003,-0.003109021,0.009599202,0.010522168,0.002109003,0.018969242,-0.007815745,-0.021005182,0.004557408
75,Austria,3,Both,27,Age-standardized,Daily smoking prevalence,6.19E-05,-0.003713219,0.003643392,0.003166992,-0.001707261,0.00804383,-0.004595648,-0.012980481,0.002917077
76,Belgium,1,Male,27,Age-standardized,Daily smoking prevalence,-0.016059007,-0.020162709,-0.011848276,-0.015472591,-0.021420296,-0.009388053,-0.01693863,-0.027710471,-0.005238735
76,Belgium,2,Female,27,Age-standardized,Daily smoking prevalence,-0.011166424,-0.016450804,-0.005991513,-0.010022681,-0.017990284,-0.002152292,-0.012882041,-0.026824536,0.001007192
76,Belgium,3,Both,27,Age-standardized,Daily smoking prevalence,-0.013885946,-0.017161457,-0.010639751,-0.013080793,-0.017708441,-0.008414934,-0.015093676,-0.023792142,-0.006826715
77,Cyprus,1,Male,27,Age-standardized,Daily smoking prevalence,0.004536482,-0.000252593,0.009830108,0.01088025,0.003923881,0.018176733,-0.00497917,-0.014656418,0.004456365
77,Cyprus,2,Female,27,Age-standardized,Daily smoking prevalence,0.005042543,-0.003868162,0.013541308,0.011126911,-0.002001197,0.024511952,-0.004084009,-0.021975888,0.012868428
77,Cyprus,3,Both,27,Age-standardized,Daily smoking prevalence,0.004350199,-9.16E-06,0.008880197,0.010776393,0.004203594,0.017257793,-0.005289091,-0.014123667,0.003294318
78,Denmark,1,Male,27,Age-standardized,Daily smoking prevalence,-0.029806791,-0.034006916,-0.025983298,-0.024133433,-0.028405325,-0.019678069,-0.038316827,-0.048289329,-0.028226919
78,Denmark,2,Female,27,Age-standardized,Daily smoking prevalence,-0.030001476,-0.034088548,-0.02605214,-0.034796406,-0.038729876,-0.030665282,-0.022809085,-0.033351995,-0.012796227
78,Denmark,3,Both,27,Age-standardized,Daily smoking prevalence,-0.029890414,-0.032742463,-0.027003791,-0.029118985,-0.031918887,-0.025997387,-0.031047558,-0.038280524,-0.023454005
79,Finland,1,Male,27,Age-standardized,Daily smoking prevalence,-0.014286571,-0.018580019,-0.010410893,-0.014986642,-0.018262314,-0.011828701,-0.013236466,-0.024109663,-0.003933922
79,Finland,2,Female,27,Age-standardized,Daily smoking prevalence,-0.004175801,-0.009455321,0.001559775,-0.004280306,-0.010299545,0.00139439,-0.004019043,-0.016591802,0.008681365
79,Finland,3,Both,27,Age-standardized,Daily smoking prevalence,-0.009835038,-0.013151244,-0.006564118,-0.010364588,-0.013390271,-0.007381857,-0.009040712,-0.01708385,-0.0012288
80,France,1,Male,27,Age-standardized,Daily smoking prevalence,-0.015054512,-0.019575937,-0.010978414,-0.01458598,-0.020689838,-0.008920897,-0.015757309,-0.026613059,-0.004368037
80,France,2,Female,27,Age-standardized,Daily smoking prevalence,-0.006333767,-0.011674635,-0.001025365,-0.004141629,-0.011695997,0.002957139,-0.009621974,-0.023240019,0.004419456
80,France,3,Both,27,Age-standardized,Daily smoking prevalence,-0.01114585,-0.014556331,-0.007679192,-0.010007214,-0.014655058,-0.005458445,-0.012853804,-0.021469422,-0.004544477
81,Germany,1,Male,27,Age-standardized,Daily smoking prevalence,-0.009241602,-0.013631157,-0.005205308,-0.01123635,-0.016231997,-0.0064609,-0.006249482,-0.016656252,0.003611267
81,Germany,2,Female,27,Age-standardized,Daily smoking prevalence,-0.003227919,-0.008528695,0.002390248,-0.00185717,-0.008133096,0.004119707,-0.005284043,-0.018658468,0.007448525
81,Germany,3,Both,27,Age-standardized,Daily smoking prevalence,-0.006486246,-0.009938099,-0.002879607,-0.006984863,-0.011108461,-0.00341477,-0.005738319,-0.013991487,0.001929593
82,Greece,1,Male,27,Age-standardized,Daily smoking prevalence,-0.007533147,-0.010786962,-0.004541475,-0.008056659,-0.012682059,-0.003812791,-0.006747878,-0.01538985,0.001488276
82,Greece,2,Female,27,Age-standardized,Daily smoking prevalence,0.004796572,-0.000505233,0.009406599,0.011753427,0.004783009,0.018533027,-0.005638711,-0.016555829,0.005433553
82,Greece,3,Both,27,Age-standardized,Daily smoking prevalence,-0.002683642,-0.005327405,2.20E-05,-0.000191531,-0.004120996,0.003734195,-0.006421808,-0.013311737,0.000801042
83,Iceland,1,Male,27,Age-standardized,Daily smoking prevalence,-0.028290324,-0.03356294,-0.022996288,-0.028585494,-0.03506688,-0.022108288,-0.027847568,-0.041784871,-0.013969806
83,Iceland,2,Female,27,Age-standardized,Daily smoking prevalence,-0.027594434,-0.033594567,-0.02181828,-0.031577252,-0.038780872,-0.0246433,-0.021620205,-0.037114937,-0.00727947
83,Iceland,3,Both,27,Age-standardized,Daily smoking prevalence,-0.027949525,-0.032226369,-0.02387833,-0.03003558,-0.034761701,-0.0254099,-0.024820445,-0.034581807,-0.014522892
84,Ireland,1,Male,27,Age-standardized,Daily smoking prevalence,-0.013980772,-0.019240627,-0.008860907,-0.013995023,-0.020431694,-0.007203476,-0.013959395,-0.026788669,-0.002132966
84,Ireland,2,Female,27,Age-standardized,Daily smoking prevalence,-0.005205572,-0.010825537,0.000368017,-0.006917958,-0.014784534,0.000601576,-0.002636993,-0.015946321,0.011461547
84,Ireland,3,Both,27,Age-standardized,Daily smoking prevalence,-0.009631469,-0.013352197,-0.006184281,-0.010589295,-0.015841821,-0.005415498,-0.00819473,-0.01830402,0.001181561
85,Israel,1,Male,27,Age-standardized,Daily smoking prevalence,-0.012160179,-0.018222246,-0.006491726,-0.017629182,-0.025600042,-0.009133675,-0.003956676,-0.016675219,0.008168871
85,Israel,2,Female,27,Age-standardized,Daily smoking prevalence,-0.015750559,-0.023388892,-0.00804216,-0.026374526,-0.037073996,-0.01563712,0.000185393,-0.016031642,0.015939869
85,Israel,3,Both,27,Age-standardized,Daily smoking prevalence,-0.013584251,-0.01823047,-0.009212041,-0.021121301,-0.028099574,-0.014379523,-0.002278676,-0.011550784,0.007011039
86,Italy,1,Male,27,Age-standardized,Daily smoking prevalence,-0.010636657,-0.014826381,-0.006173537,-0.011800793,-0.016469652,-0.007287758,-0.008890452,-0.019403949,0.001867922
86,Italy,2,Female,27,Age-standardized,Daily smoking prevalence,-0.009056638,-0.014862285,-0.003413812,-0.008373079,-0.014832322,-0.001932566,-0.010081977,-0.022090962,0.002361403
86,Italy,3,Both,27,Age-standardized,Daily smoking prevalence,-0.009947642,-0.013304722,-0.006468841,-0.010286543,-0.014440322,-0.006441553,-0.00943929,-0.017098494,-0.001351452
87,Luxembourg,1,Male,27,Age-standardized,Daily smoking prevalence,-0.009174544,-0.014862101,-0.00373581,-0.006701347,-0.01448386,0.000884699,-0.012884341,-0.026135806,-0.0012401
87,Luxembourg,2,Female,27,Age-standardized,Daily smoking prevalence,-0.007497169,-0.014575676,-0.000592965,-0.005282123,-0.015531527,0.004254389,-0.010819739,-0.025700845,0.005738603
87,Luxembourg,3,Both,27,Age-standardized,Daily smoking prevalence,-0.008328621,-0.013020815,-0.004060186,-0.006003834,-0.012384722,0.000442807,-0.011815802,-0.02174465,-0.002191305
88,Malta,1,Male,27,Age-standardized,Daily smoking prevalence,-0.018937733,-0.024842205,-0.013413536,-0.024324525,-0.031804986,-0.016529981,-0.010857545,-0.024456896,0.00196871
88,Malta,2,Female,27,Age-standardized,Daily smoking prevalence,-0.01391562,-0.021681922,-0.006343553,-0.019294698,-0.029553028,-0.008318222,-0.005847002,-0.022619126,0.008778148
88,Malta,3,Both,27,Age-standardized,Daily smoking prevalence,-0.01681979,-0.021739248,-0.012222823,-0.022224627,-0.028468471,-0.016034311,-0.008712535,-0.019444231,0.000388207
89,Netherlands,1,Male,27,Age-standardized,Daily smoking prevalence,-0.018083015,-0.022484912,-0.013870371,-0.011845788,-0.016180331,-0.007622014,-0.027438859,-0.037660211,-0.0171715
89,Netherlands,2,Female,27,Age-standardized,Daily smoking prevalence,-0.017415421,-0.022224618,-0.012855734,-0.01422013,-0.018968042,-0.009293722,-0.022208357,-0.03338857,-0.011297627
89,Netherlands,3,Both,27,Age-standardized,Daily smoking prevalence,-0.017756911,-0.02083909,-0.014647408,-0.012950893,-0.01612778,-0.009532141,-0.024965938,-0.032589566,-0.017980516
90,Norway,1,Male,27,Age-standardized,Daily smoking prevalence,-0.027519556,-0.033139318,-0.022143915,-0.024988163,-0.033609819,-0.016643997,-0.031316645,-0.045275286,-0.017863641
90,Norway,2,Female,27,Age-standardized,Daily smoking prevalence,-0.025922028,-0.032123856,-0.020122832,-0.02739327,-0.037023935,-0.018860016,-0.023715168,-0.03900864,-0.008437632
90,Norway,3,Both,27,Age-standardized,Daily smoking prevalence,-0.026715603,-0.030980447,-0.022680454,-0.026158635,-0.032200363,-0.02001507,-0.027551053,-0.03782852,-0.017126672
91,Portugal,1,Male,27,Age-standardized,Daily smoking prevalence,-0.010070683,-0.01438028,-0.005975429,-0.012148128,-0.017805414,-0.006430195,-0.006954517,-0.017488573,0.00314811
91,Portugal,2,Female,27,Age-standardized,Daily smoking prevalence,0.012534752,0.004462346,0.020891421,0.021099655,0.008991703,0.033487041,-0.000312605,-0.018405586,0.017600968
91,Portugal,3,Both,27,Age-standardized,Daily smoking prevalence,-0.003249717,-0.007156198,0.000379709,-0.002326369,-0.007536755,0.002850935,-0.004634739,-0.013746364,0.003992838
92,Spain,1,Male,27,Age-standardized,Daily smoking prevalence,-0.016864426,-0.020952217,-0.013089657,-0.014855611,-0.019341316,-0.009809406,-0.019877652,-0.030674446,-0.010318827
92,Spain,2,Female,27,Age-standardized,Daily smoking prevalence,-0.010930179,-0.016449157,-0.005638013,-0.005596895,-0.012254674,0.001545969,-0.018930104,-0.032898571,-0.005554323
92,Spain,3,Both,27,Age-standardized,Daily smoking prevalence,-0.014336547,-0.017521298,-0.011173476,-0.0109399,-0.014683925,-0.006792559,-0.019431517,-0.027655991,-0.01157159
93,Sweden,1,Male,27,Age-standardized,Daily smoking prevalence,-0.031739123,-0.035865258,-0.027615061,-0.043826371,-0.049570352,-0.038084019,-0.013608252,-0.021054653,-0.006128906
93,Sweden,2,Female,27,Age-standardized,Daily smoking prevalence,-0.027038077,-0.031631976,-0.022235539,-0.024673378,-0.030761136,-0.018305313,-0.030585123,-0.038837172,-0.022865359
93,Sweden,3,Both,27,Age-standardized,Daily smoking prevalence,-0.029329075,-0.03222926,-0.026090076,-0.033546746,-0.037882786,-0.029326091,-0.023002569,-0.028331941,-0.017832119
94,Switzerland,1,Male,27,Age-standardized,Daily smoking prevalence,-0.012727414,-0.017612875,-0.008640147,-0.010442084,-0.016674617,-0.004722581,-0.016155411,-0.028688088,-0.003990003
94,Switzerland,2,Female,27,Age-standardized,Daily smoking prevalence,-0.014232717,-0.019522855,-0.008791119,-0.011512832,-0.019015957,-0.004870316,-0.018312547,-0.033043142,-0.003672484
94,Switzerland,3,Both,27,Age-standardized,Daily smoking prevalence,-0.013323354,-0.017130613,-0.009934743,-0.01090084,-0.015355248,-0.006591875,-0.016957125,-0.026324844,-0.008035768
95,United Kingdom,1,Male,27,Age-standardized,Daily smoking prevalence,-0.014388923,-0.019247323,-0.009565665,-0.017852249,-0.023942115,-0.011275516,-0.009193935,-0.020302827,0.000993258
95,United Kingdom,2,Female,27,Age-standardized,Daily smoking prevalence,-0.014076017,-0.019780176,-0.008252117,-0.015536915,-0.023055503,-0.007532019,-0.011884669,-0.023126557,-0.000838043
95,United Kingdom,3,Both,27,Age-standardized,Daily smoking prevalence,-0.014198983,-0.017919209,-0.010178793,-0.016681906,-0.021544712,-0.011555041,-0.010474598,-0.018358527,-0.002698935
96,Southern Latin America,1,Male,27,Age-standardized,Daily smoking prevalence,-0.006961558,-0.01173126,-0.002470865,-0.004185845,-0.011376919,0.003182601,-0.011125128,-0.020939933,-0.00093972
96,Southern Latin America,2,Female,27,Age-standardized,Daily smoking prevalence,-0.004563492,-0.00970364,0.000583788,-0.000742308,-0.008835819,0.007780856,-0.010295269,-0.020494033,0.000537754
96,Southern Latin America,3,Both,27,Age-standardized,Daily smoking prevalence,-0.005926852,-0.009537182,-0.002516922,-0.00271453,-0.008015609,0.002923755,-0.010745334,-0.018143209,-0.003448268
97,Argentina,1,Male,27,Age-standardized,Daily smoking prevalence,-0.010158294,-0.016781189,-0.003264591,-0.009819915,-0.02030527,0.000911455,-0.010665864,-0.026105944,0.004256708
97,Argentina,2,Female,27,Age-standardized,Daily smoking prevalence,-0.011134754,-0.018663667,-0.003578535,-0.010296086,-0.022424128,0.002287275,-0.012392757,-0.029577766,0.003574551
97,Argentina,3,Both,27,Age-standardized,Daily smoking prevalence,-0.010580715,-0.015699938,-0.005983959,-0.010045085,-0.017764235,-0.001939802,-0.011384158,-0.02289854,0.000188111
98,Chile,1,Male,27,Age-standardized,Daily smoking prevalence,0.00326423,-0.003023865,0.009500244,0.011949924,0.003654264,0.020129416,-0.009764311,-0.022858169,0.002788849
98,Chile,2,Female,27,Age-standardized,Daily smoking prevalence,0.009341137,0.002394476,0.015910055,0.01928504,0.010059415,0.029314646,-0.00557472,-0.019881999,0.007093081
98,Chile,3,Both,27,Age-standardized,Daily smoking prevalence,0.005955847,0.00110055,0.010252338,0.015159084,0.009039178,0.021816824,-0.007849008,-0.017180361,0.001334746
99,Uruguay,1,Male,27,Age-standardized,Daily smoking prevalence,-0.020397691,-0.026412671,-0.014335766,-0.018597176,-0.02574263,-0.010641157,-0.023098461,-0.036341004,-0.009749345
99,Uruguay,2,Female,27,Age-standardized,Daily smoking prevalence,-0.009687835,-0.016588049,-0.002993369,-0.004131901,-0.013910265,0.005632785,-0.018021736,-0.033568915,-0.003306516
99,Uruguay,3,Both,27,Age-standardized,Daily smoking prevalence,-0.015806574,-0.020426501,-0.011433801,-0.012506989,-0.018520936,-0.006411994,-0.02075595,-0.030341839,-0.010922949
100,High-income North America,1,Male,27,Age-standardized,Daily smoking prevalence,-0.020079169,-0.023942122,-0.016069692,-0.018306069,-0.022273265,-0.014509711,-0.02273882,-0.032649048,-0.01183843
